,participant,Scene type,Type,Scene number,SS Latency,BP Latency
0,19,Video,AG,14,40143.0,41595.0
1,19,Video,control,16,45177.0,46615.0
2,19,Video,AG,2,50592.0,52355.0
3,19,Video,A,5,55887.0,57405.0
4,19,Video,AG,4,61383.0,62845.0
5,19,Video,AG,12,67053.0,68831.0
6,19,Video,A,3,72813.0,73951.0
7,19,Video,AG,13,77892.0,79551.0
8,19,Video,A,6,83538.0,84676.0
9,19,Video,A,11,88911.0,89957.0
10,19,Video,A,8,94206.0,95042.0
11,19,Video,G,1,99552.0,100952.0
12,19,Video,AG,9,105243.0,106427.0
13,19,Video,G,15,110457.0,111542.0
14,19,Video,G,10,115698.0,116763.0
15,19,Video,AG,7,121146.0,122543.0
16,19,Video,A,3,126951.0,127743.0
17,19,Video,AG,4,131811.0,132809.0
18,19,Video,AG,9,137016.0,137804.0
19,19,Video,control,16,141702.0,143069.0
20,19,Video,AG,14,147558.0,148509.0
21,19,Video,AG,2,152397.0,153834.0
22,19,Video,A,5,157671.0,159114.0
23,19,Video,A,6,163047.0,163969.0
24,19,Video,A,8,168042.0,168859.0
25,19,Video,AG,12,173226.0,174444.0
26,19,Video,AG,13,178767.0,179499.0
27,19,Video,AG,7,183642.0,184914.0
28,19,Video,A,11,189138.0,189944.0
29,19,Video,G,10,194268.0,195109.0
30,19,Video,G,15,199941.0,201084.0
31,19,Video,G,1,205416.0,206744.0
32,18,Video,A,3,41700.0,43348.0
33,18,Video,A,6,48000.0,49183.0
34,18,Video,G,1,53520.0,55468.0
35,18,Video,control,16,59580.0,60948.0
36,18,Video,G,10,64860.0,66743.0
37,18,Video,G,15,71037.0,72873.0
38,18,Video,AG,7,76500.0,78733.0
39,18,Video,AG,14,82260.0,83488.0
40,18,Video,AG,13,87360.0,89583.0
41,18,Video,A,8,93000.0,94518.0
42,18,Video,AG,9,98700.0,100434.0
43,18,Video,A,5,104175.0,106134.0
44,18,Video,AG,4,109830.0,111434.0
45,18,Video,A,11,114840.0,116399.0
46,18,Video,AG,2,120465.0,122699.0
47,18,Video,AG,12,126345.0,128734.0
48,18,Video,AG,13,131730.0,133064.0
49,18,Video,AG,4,136842.0,0.0
50,18,Video,G,15,141960.0,142439.0
51,18,Video,AG,14,148020.0,149689.0
52,18,Video,AG,9,153090.0,0.0
53,18,Video,A,6,157860.0,159229.0
54,18,Video,AG,2,163047.0,164904.0
55,18,Video,A,11,168675.0,170189.0
56,18,Video,A,5,174171.0,175519.0
57,18,Video,AG,12,179640.0,181584.0
58,18,Video,G,10,185430.0,187099.0
59,18,Video,control,16,191130.0,192714.0
60,18,Video,A,3,196140.0,197559.0
61,18,Video,G,1,201120.0,202890.0
62,18,Video,AG,7,206850.0,208755.0
63,18,Video,A,8,212265.0,213745.0
64,8,Video,A,6,35700.0,36795.0
65,8,Video,A,11,40977.0,42095.0
66,8,Video,AG,7,46299.0,47355.0
67,8,Video,AG,2,52089.0,53950.0
68,8,Video,AG,12,57528.0,0.0
69,8,Video,AG,9,63201.0,64500.0
70,8,Video,G,10,68100.0,0.0
71,8,Video,AG,4,73800.0,74905.0
72,8,Video,A,3,78900.0,79970.0
73,8,Video,AG,13,83898.0,84790.0
74,8,Video,control,16,89130.0,90575.0
75,8,Video,G,15,94050.0,0.0
76,8,Video,AG,14,99360.0,100375.0
77,8,Video,A,5,104100.0,105120.0
78,8,Video,A,8,109341.0,110425.0
79,8,Video,G,1,114810.0,117020.0
80,8,Video,G,15,120600.0,0.0
81,8,Video,control,16,126468.0,128100.0
82,8,Video,AG,9,131466.0,132479.0
83,8,Video,AG,12,136332.0,137374.0
84,8,Video,A,11,141660.0,142699.0
85,8,Video,A,5,147000.0,148284.0
86,8,Video,G,1,152868.0,154674.0
87,8,Video,AG,2,158460.0,159344.0
88,8,Video,AG,13,163800.0,164839.0
89,8,Video,G,10,169110.0,170989.0
90,8,Video,AG,7,174540.0,175574.0
91,8,Video,A,8,180300.0,180929.0
92,8,Video,AG,4,185166.0,186229.0
93,8,Video,AG,14,190050.0,190929.0
94,8,Video,A,6,195300.0,196144.0
95,8,Video,A,3,200130.0,200779.0
96,14,Video,G,15,42900.0,0.0
97,14,Video,A,11,48900.0,49942.0
98,14,Video,AG,12,54600.0,56232.0
99,14,Video,A,8,60300.0,61757.0
100,14,Video,AG,14,65700.0,67082.0
101,14,Video,AG,9,70800.0,0.0
102,14,Video,AG,13,75900.0,77616.0
103,14,Video,AG,7,81300.0,0.0
104,14,Video,A,5,86700.0,88286.0
105,14,Video,A,3,92100.0,0.0
106,14,Video,A,6,96900.0,0.0
107,14,Video,control,16,102000.0,0.0
108,14,Video,AG,2,107100.0,108276.0
109,14,Video,G,1,112500.0,114191.0
110,14,Video,AG,4,117900.0,0.0
111,14,Video,G,10,122700.0,0.0
112,14,Video,AG,13,128100.0,129596.0
113,14,Video,AG,7,133200.0,134921.0
114,14,Video,G,1,138900.0,0.0
115,14,Video,A,6,144300.0,144976.0
116,14,Video,A,5,149400.0,150971.0
117,14,Video,control,16,155100.0,0.0
118,14,Video,AG,4,160200.0,161331.0
119,14,Video,A,3,165000.0,165780.0
120,14,Video,AG,2,169800.0,170696.0
121,14,Video,AG,12,175500.0,176120.0
122,14,Video,A,8,180900.0,181830.0
123,14,Video,AG,9,185700.0,186735.0
124,14,Video,A,11,190800.0,0.0
125,14,Video,G,15,195900.0,197395.0
126,14,Video,AG,14,201600.0,0.0
127,14,Video,G,10,206400.0,206980.0
128,17,Video,A,11,55959.0,57084.0
129,17,Video,A,6,61449.0,62550.0
130,17,Video,AG,2,66546.0,68016.0
131,17,Video,G,15,72099.0,73671.0
132,17,Video,AG,9,77886.0,0.0
133,17,Video,G,1,83055.0,84495.0
134,17,Video,G,10,88761.0,89409.0
135,17,Video,A,8,94764.0,96330.0
136,17,Video,AG,7,100314.0,101430.0
137,17,Video,A,3,106104.0,106800.0
138,17,Video,AG,14,111210.0,111864.0
139,17,Video,AG,4,116376.0,0.0
140,17,Video,AG,13,121380.0,122406.0
141,17,Video,A,5,126990.0,128013.0
142,17,Video,control,16,132534.0,0.0
143,17,Video,AG,12,137688.0,139188.0
144,17,Video,AG,4,143034.0,144135.0
145,17,Video,AG,7,148164.0,149553.0
146,17,Video,AG,12,153960.0,155544.0
147,17,Video,A,8,159408.0,160065.0
148,17,Video,G,15,164100.0,0.0
149,17,Video,A,5,169359.0,170463.0
150,17,Video,AG,2,175068.0,176019.0
151,17,Video,G,1,180660.0,181869.0
152,17,Video,control,16,186480.0,187545.0
153,17,Video,A,6,191253.0,191994.0
154,17,Video,AG,9,196209.0,196980.0
155,17,Video,G,10,201348.0,202170.0
156,17,Video,AG,13,206670.0,207345.0
157,17,Video,A,11,211494.0,211968.0
158,17,Video,A,3,216714.0,217140.0
159,17,Video,AG,14,221898.0,222600.0
160,16,Video,A,5,39585.0,41220.0
161,16,Video,A,8,44889.0,46980.0
162,16,Video,G,10,50430.0,52479.0
163,16,Video,AG,2,55929.0,58041.0
164,16,Video,AG,12,61626.0,63339.0
165,16,Video,AG,13,67059.0,69165.0
166,16,Video,AG,9,72741.0,74256.0
167,16,Video,AG,4,77919.0,79380.0
168,16,Video,A,3,83040.0,84039.0
169,16,Video,G,1,88305.0,90396.0
170,16,Video,A,11,94038.0,95634.0
171,16,Video,G,15,99135.0,100314.0
172,16,Video,control,16,104400.0,106056.0
173,16,Video,AG,7,109716.0,111765.0
174,16,Video,AG,14,115044.0,116523.0
175,16,Video,A,6,120150.0,121515.0
176,16,Video,AG,2,125316.0,127323.0
177,16,Video,A,8,130560.0,131514.0
178,16,Video,AG,12,135519.0,136605.0
179,16,Video,G,15,141264.0,143175.0
180,16,Video,A,3,146715.0,147666.0
181,16,Video,G,1,151824.0,153300.0
182,16,Video,AG,7,157134.0,159213.0
183,16,Video,AG,13,162591.0,164184.0
184,16,Video,A,11,167574.0,169350.0
185,16,Video,A,5,172785.0,174651.0
186,16,Video,AG,9,177969.0,178983.0
187,16,Video,AG,4,183159.0,184713.0
188,16,Video,control,16,188199.0,189900.0
189,16,Video,A,6,193434.0,194130.0
190,16,Video,G,10,198234.0,199329.0
191,16,Video,AG,14,203778.0,205383.0
192,15,Video,AG,9,46833.0,48135.0
193,15,Video,A,5,52773.0,54300.0
194,15,Video,A,11,58398.0,59334.0
195,15,Video,AG,13,63519.0,65130.0
196,15,Video,AG,12,69054.0,71025.0
197,15,Video,A,8,74955.0,76689.0
198,15,Video,AG,4,80517.0,81963.0
199,15,Video,control,16,85893.0,87045.0
200,15,Video,AG,7,91308.0,93234.0
201,15,Video,AG,2,97257.0,98823.0
202,15,Video,G,1,102645.0,0.0
203,15,Video,G,10,108123.0,0.0
204,15,Video,A,6,113679.0,114468.0
205,15,Video,A,3,118674.0,120060.0
206,15,Video,AG,14,124233.0,125598.0
207,15,Video,G,15,129333.0,130797.0
208,15,Video,A,3,135024.0,136593.0
209,15,Video,G,1,139947.0,142032.0
210,15,Video,A,8,146577.0,147978.0
211,15,Video,AG,9,152463.0,153603.0
212,15,Video,AG,13,158187.0,159657.0
213,15,Video,AG,2,163032.0,164493.0
214,15,Video,G,10,168453.0,169602.0
215,15,Video,AG,4,174168.0,175662.0
216,15,Video,AG,7,179109.0,180819.0
217,15,Video,A,5,185007.0,186813.0
218,15,Video,A,11,190839.0,0.0
219,15,Video,AG,12,196122.0,198177.0
220,15,Video,control,16,201798.0,203094.0
221,15,Video,AG,14,207117.0,0.0
222,15,Video,A,6,211932.0,213303.0
223,15,Video,G,15,217449.0,219087.0
224,12,Video,control,16,41352.0,42903.0
225,12,Video,AG,13,46908.0,48807.0
226,12,Video,A,3,52437.0,53991.0
227,12,Video,A,5,57330.0,59097.0
228,12,Video,AG,7,62901.0,64416.0
229,12,Video,A,6,68463.0,69393.0
230,12,Video,G,15,73398.0,74970.0
231,12,Video,AG,2,79167.0,80562.0
232,12,Video,AG,4,84591.0,0.0
233,12,Video,AG,14,89976.0,90792.0
234,12,Video,G,1,95196.0,96768.0
235,12,Video,A,8,100737.0,102570.0
236,12,Video,AG,12,106086.0,107241.0
237,12,Video,AG,9,111852.0,113097.0
238,12,Video,A,11,116808.0,117672.0
239,12,Video,G,10,122166.0,123861.0
240,12,Video,AG,2,127311.0,128793.0
241,12,Video,AG,14,132828.0,134271.0
242,12,Video,control,16,137817.0,139347.0
243,12,Video,A,8,142680.0,144306.0
244,12,Video,A,11,147381.0,148746.0
245,12,Video,A,3,152598.0,153432.0
246,12,Video,G,10,157716.0,159162.0
247,12,Video,G,1,163197.0,164628.0
248,12,Video,G,15,168915.0,170406.0
249,12,Video,A,6,174228.0,175416.0
250,12,Video,AG,12,179127.0,180948.0
251,12,Video,AG,7,184707.0,186177.0
252,12,Video,AG,13,190542.0,191460.0
253,12,Video,AG,4,195381.0,197037.0
254,12,Video,AG,9,200562.0,201342.0
255,12,Video,A,5,205446.0,207015.0
256,7,Video,AG,14,41418.0,42774.0
257,7,Video,A,6,46704.0,48126.0
258,7,Video,G,10,52317.0,53880.0
259,7,Video,G,15,58224.0,60021.0
260,7,Video,AG,13,63678.0,65538.0
261,7,Video,G,1,69405.0,71424.0
262,7,Video,AG,12,74754.0,76488.0
263,7,Video,A,8,80415.0,82110.0
264,7,Video,A,11,86286.0,87423.0
265,7,Video,AG,2,91713.0,93210.0
266,7,Video,AG,9,97134.0,98136.0
267,7,Video,control,16,102261.0,103719.0
268,7,Video,AG,7,107658.0,109203.0
269,7,Video,AG,4,113544.0,114972.0
270,7,Video,A,3,118557.0,119274.0
271,7,Video,A,5,123489.0,124629.0
272,7,Video,G,15,128958.0,130413.0
273,7,Video,AG,12,134505.0,135798.0
274,7,Video,G,1,140082.0,141732.0
275,7,Video,AG,14,145947.0,146904.0
276,7,Video,A,6,150906.0,151767.0
277,7,Video,A,11,156483.0,157509.0
278,7,Video,A,3,161634.0,162342.0
279,7,Video,AG,9,166764.0,167538.0
280,7,Video,AG,7,172068.0,173463.0
281,7,Video,A,8,177417.0,178212.0
282,7,Video,A,5,182388.0,183549.0
283,7,Video,AG,13,188067.0,188802.0
284,7,Video,control,16,192783.0,194133.0
285,7,Video,AG,2,197568.0,198429.0
286,7,Video,G,10,203349.0,204228.0
287,7,Video,AG,4,208974.0,210600.0
288,2,Video,AG,12,56163.0,57474.0
289,2,Video,AG,2,62193.0,63315.0
290,2,Video,G,1,67740.0,69708.0
291,2,Video,A,11,73728.0,74427.0
292,2,Video,AG,13,79089.0,80154.0
293,2,Video,A,8,84858.0,86424.0
294,2,Video,G,15,90333.0,91758.0
295,2,Video,control,16,95829.0,97062.0
296,2,Video,A,5,101259.0,102792.0
297,2,Video,AG,4,106500.0,107658.0
298,2,Video,G,10,111714.0,112872.0
299,2,Video,AG,9,117426.0,118506.0
300,2,Video,AG,14,122496.0,123492.0
301,2,Video,A,6,127596.0,128568.0
302,2,Video,A,3,132936.0,133659.0
303,2,Video,AG,7,138237.0,138963.0
304,2,Video,AG,9,144096.0,145263.0
305,2,Video,control,16,149517.0,150279.0
306,2,Video,A,11,154569.0,155439.0
307,2,Video,AG,13,160002.0,160554.0
308,2,Video,AG,7,165054.0,166074.0
309,2,Video,A,6,170928.0,171537.0
310,2,Video,AG,14,176151.0,177087.0
311,2,Video,G,10,181104.0,181887.0
312,2,Video,G,1,186867.0,188586.0
313,2,Video,A,8,192483.0,193653.0
314,2,Video,A,3,197793.0,198318.0
315,2,Video,A,5,202887.0,204288.0
316,2,Video,AG,2,208947.0,209916.0
317,2,Video,G,15,214953.0,216561.0
318,2,Video,AG,12,220893.0,222072.0
319,2,Video,AG,4,226317.0,227583.0
320,4,Video,A,3,38598.0,39654.0
321,4,Video,G,1,43404.0,44943.0
322,4,Video,AG,13,48723.0,49323.0
323,4,Video,A,8,54375.0,55539.0
324,4,Video,G,15,59853.0,61653.0
325,4,Video,AG,12,65058.0,0.0
326,4,Video,AG,4,70518.0,71103.0
327,4,Video,control,16,75420.0,77079.0
328,4,Video,AG,2,80469.0,81660.0
329,4,Video,A,5,85965.0,87225.0
330,4,Video,AG,7,91308.0,92160.0
331,4,Video,AG,9,96774.0,0.0
332,4,Video,A,11,101925.0,102819.0
333,4,Video,A,6,106773.0,107625.0
334,4,Video,G,10,112110.0,112743.0
335,4,Video,AG,14,117855.0,119175.0
336,4,Video,AG,14,123063.0,124674.0
337,4,Video,AG,4,127764.0,129144.0
338,4,Video,A,11,132489.0,133593.0
339,4,Video,control,16,137613.0,0.0
340,4,Video,AG,2,142713.0,144690.0
341,4,Video,AG,12,148533.0,150495.0
342,4,Video,G,15,154065.0,156000.0
343,4,Video,AG,9,159813.0,161385.0
344,4,Video,A,5,164838.0,166515.0
345,4,Video,G,10,170244.0,172065.0
346,4,Video,AG,7,175755.0,176280.0
347,4,Video,AG,13,181254.0,182745.0
348,4,Video,A,8,186108.0,0.0
349,4,Video,G,1,190953.0,192498.0
350,4,Video,A,6,196323.0,197334.0
351,4,Video,A,3,201969.0,202374.0
352,6,Video,A,3,45087.0,46173.0
353,6,Video,AG,7,50214.0,0.0
354,6,Video,A,11,55887.0,0.0
355,6,Video,A,6,60972.0,61599.0
356,6,Video,A,5,66207.0,67119.0
357,6,Video,AG,4,71964.0,73104.0
358,6,Video,AG,9,76857.0,77772.0
359,6,Video,AG,14,81858.0,82962.0
360,6,Video,control,16,86958.0,87897.0
361,6,Video,G,10,92214.0,0.0
362,6,Video,AG,12,97722.0,99387.0
363,6,Video,AG,2,103128.0,104322.0
364,6,Video,A,8,108564.0,0.0
365,6,Video,AG,13,113928.0,115083.0
366,6,Video,G,15,119634.0,120714.0
367,6,Video,G,1,125007.0,126303.0
368,6,Video,AG,7,130989.0,0.0
369,6,Video,A,11,136779.0,0.0
370,6,Video,A,6,141687.0,142146.0
371,6,Video,A,8,146718.0,147597.0
372,6,Video,AG,13,151752.0,0.0
373,6,Video,AG,9,156891.0,0.0
374,6,Video,A,5,162117.0,163203.0
375,6,Video,AG,12,167583.0,168726.0
376,6,Video,G,10,172923.0,173928.0
377,6,Video,AG,4,178362.0,0.0
378,6,Video,G,1,183441.0,184863.0
379,6,Video,A,3,189186.0,190083.0
380,6,Video,AG,2,193947.0,195252.0
381,6,Video,AG,14,199443.0,0.0
382,6,Video,G,15,204222.0,205563.0
383,6,Video,control,16,209823.0,210597.0
384,11,Video,A,3,42273.0,43137.0
385,11,Video,A,6,47187.0,48324.0
386,11,Video,AG,9,51453.0,52773.0
387,11,Video,AG,13,56553.0,57777.0
388,11,Video,A,11,62169.0,62838.0
389,11,Video,G,1,67608.0,68988.0
390,11,Video,AG,4,73653.0,75117.0
391,11,Video,A,8,80178.0,81387.0
392,11,Video,G,10,85788.0,86679.0
393,11,Video,A,5,91203.0,92829.0
394,11,Video,AG,12,96942.0,98229.0
395,11,Video,AG,14,102489.0,103788.0
396,11,Video,AG,2,107478.0,109014.0
397,11,Video,control,16,112713.0,113709.0
398,11,Video,AG,7,117987.0,119463.0
399,11,Video,G,15,123702.0,125127.0
400,11,Video,AG,2,128409.0,129879.0
401,11,Video,A,8,134124.0,135207.0
402,11,Video,G,10,139428.0,140217.0
403,11,Video,AG,7,145503.0,147072.0
404,11,Video,AG,4,151464.0,153042.0
405,11,Video,AG,13,156534.0,157158.0
406,11,Video,A,3,161577.0,162213.0
407,11,Video,AG,9,166587.0,167763.0
408,11,Video,A,6,171654.0,172707.0
409,11,Video,AG,14,177351.0,178272.0
410,11,Video,G,15,183333.0,184758.0
411,11,Video,AG,12,189087.0,190311.0
412,11,Video,G,1,194451.0,196023.0
413,11,Video,control,16,199938.0,200721.0
414,11,Video,A,5,205473.0,206883.0
415,11,Video,A,11,211008.0,211656.0
416,5,Video,AG,14,43557.0,44862.0
417,5,Video,AG,9,48654.0,0.0
418,5,Video,A,6,54162.0,0.0
419,5,Video,AG,12,59628.0,60198.0
420,5,Video,A,3,65421.0,66033.0
421,5,Video,control,16,70533.0,0.0
422,5,Video,A,5,75711.0,77142.0
423,5,Video,G,1,81357.0,81603.0
424,5,Video,AG,13,87423.0,88071.0
425,5,Video,AG,4,93063.0,0.0
426,5,Video,G,15,98688.0,0.0
427,5,Video,AG,2,104592.0,105756.0
428,5,Video,AG,7,110328.0,111243.0
429,5,Video,G,10,115848.0,0.0
430,5,Video,A,8,121773.0,0.0
431,5,Video,A,11,127386.0,128388.0
432,5,Video,A,5,132867.0,134106.0
433,5,Video,control,16,138771.0,140331.0
434,5,Video,A,8,143886.0,145431.0
435,5,Video,AG,14,148722.0,150033.0
436,5,Video,AG,7,154272.0,155718.0
437,5,Video,AG,2,160842.0,0.0
438,5,Video,G,15,167388.0,168993.0
439,5,Video,A,11,172806.0,173736.0
440,5,Video,AG,4,178143.0,0.0
441,5,Video,A,3,183291.0,184656.0
442,5,Video,AG,12,188562.0,190461.0
443,5,Video,AG,9,194307.0,195522.0
444,5,Video,AG,13,199161.0,199968.0
445,5,Video,A,6,204441.0,205701.0
446,5,Video,G,10,209301.0,0.0
447,5,Video,G,1,214713.0,216777.0
448,1,Video,A,11,43113.0,0.0
449,1,Video,G,10,48066.0,48576.0
450,1,Video,A,3,53403.0,0.0
451,1,Video,AG,2,58467.0,59631.0
452,1,Video,AG,13,63936.0,0.0
453,1,Video,A,5,69072.0,70386.0
454,1,Video,AG,4,74427.0,0.0
455,1,Video,A,8,79527.0,80757.0
456,1,Video,G,1,84936.0,86241.0
457,1,Video,AG,9,90492.0,91446.0
458,1,Video,AG,14,95211.0,0.0
459,1,Video,AG,7,100071.0,0.0
460,1,Video,control,16,105387.0,106170.0
461,1,Video,AG,12,110151.0,0.0
462,1,Video,G,15,115755.0,0.0
463,1,Video,A,6,121170.0,0.0
464,1,Video,A,5,126192.0,0.0
465,1,Video,A,6,131937.0,0.0
466,1,Video,A,3,136770.0,137772.0
467,1,Video,AG,12,141831.0,0.0
468,1,Video,AG,7,147366.0,147786.0
469,1,Video,AG,13,152835.0,153327.0
470,1,Video,G,15,157611.0,158790.0
471,1,Video,AG,14,162765.0,0.0
472,1,Video,A,11,167586.0,167847.0
473,1,Video,AG,4,172761.0,173100.0
474,1,Video,A,8,177867.0,178902.0
475,1,Video,G,1,182796.0,183207.0
476,1,Video,control,16,188286.0,189057.0
477,1,Video,G,10,193152.0,0.0
478,1,Video,AG,2,198615.0,0.0
479,1,Video,AG,9,204360.0,204852.0
480,3,Video,AG,9,42450.0,43635.0
481,3,Video,AG,14,47841.0,49056.0
482,3,Video,AG,12,52716.0,54240.0
483,3,Video,G,15,58185.0,59730.0
484,3,Video,G,10,63387.0,64245.0
485,3,Video,control,16,68745.0,69705.0
486,3,Video,AG,4,73701.0,74931.0
487,3,Video,A,8,78540.0,80232.0
488,3,Video,A,6,84006.0,84666.0
489,3,Video,A,11,88986.0,90327.0
490,3,Video,AG,13,93840.0,95016.0
491,3,Video,G,1,99327.0,100770.0
492,3,Video,A,5,105426.0,106380.0
493,3,Video,A,3,110961.0,112182.0
494,3,Video,AG,7,115947.0,117447.0
495,3,Video,AG,2,121407.0,122847.0
496,3,Video,A,6,126882.0,127806.0
497,3,Video,AG,4,132180.0,133416.0
498,3,Video,A,8,137235.0,137997.0
499,3,Video,AG,2,142437.0,143250.0
500,3,Video,G,15,147666.0,148755.0
501,3,Video,A,5,152985.0,153885.0
502,3,Video,AG,9,158205.0,158865.0
503,3,Video,G,10,162930.0,163716.0
504,3,Video,control,16,168450.0,169611.0
505,3,Video,G,1,173241.0,174681.0
506,3,Video,AG,13,178791.0,178791.0
507,3,Video,A,11,182571.0,183594.0
508,3,Video,AG,14,187674.0,188610.0
509,3,Video,AG,7,192651.0,194151.0
510,3,Video,AG,12,198294.0,199686.0
511,3,Video,A,3,204195.0,204999.0
512,10,Video,control,16,43518.0,0.0
513,10,Video,AG,12,49029.0,0.0
514,10,Video,A,5,54585.0,0.0
515,10,Video,A,6,60060.0,61188.0
516,10,Video,G,15,65385.0,0.0
517,10,Video,AG,9,71298.0,0.0
518,10,Video,A,8,76554.0,78000.0
519,10,Video,G,1,82233.0,84288.0
520,10,Video,G,10,88044.0,0.0
521,10,Video,A,3,93768.0,94713.0
522,10,Video,AG,14,98913.0,99639.0
523,10,Video,A,11,104199.0,104763.0
524,10,Video,AG,2,109134.0,0.0
525,10,Video,AG,7,114888.0,116073.0
526,10,Video,AG,13,120750.0,121860.0
527,10,Video,AG,4,125973.0,0.0
528,10,Video,control,16,130959.0,131940.0
529,10,Video,AG,14,136173.0,137124.0
530,10,Video,AG,7,141129.0,0.0
531,10,Video,AG,2,146658.0,0.0
532,10,Video,AG,4,152025.0,0.0
533,10,Video,A,3,157284.0,0.0
534,10,Video,G,15,162387.0,0.0
535,10,Video,A,5,167832.0,169457.4
536,10,Video,AG,12,173463.0,176454.0
537,10,Video,AG,13,179664.0,0.0
538,10,Video,G,1,184554.0,0.0
539,10,Video,AG,9,189924.0,0.0
540,10,Video,A,8,195129.0,0.0
541,10,Video,G,10,200088.0,201487.2
542,10,Video,A,11,205719.0,207402.0
543,10,Video,A,6,210534.0,211308.0
544,13,Video,A,11,45735.0,0.0
545,13,Video,AG,9,49506.0,50061.0
546,13,Video,AG,2,52995.0,0.0
547,13,Video,A,6,57216.0,58005.0
548,13,Video,A,5,0.0,0.0
549,13,Video,AG,13,61950.0,0.0
550,13,Video,AG,12,65712.0,66351.0
551,13,Video,G,1,69750.0,71616.0
552,13,Video,control,16,73896.0,75351.0
