,participant,Scene type,Type,Scene number,SS Latency,BP Latency
1642,35,Text,G,10,85464.0,86373.0
1643,35,Text,AG,12,87873.0,88734.0
1644,35,Text,control,16,90360.0,91479.0
1645,35,Text,G,1,93228.0,95700.0
1646,35,Text,AG,4,97569.0,98544.0
1647,35,Text,G,15,99990.0,102180.0
1648,35,Text,AG,4,105684.0,107274.0
1649,35,Text,AG,13,108828.0,110055.0
1650,35,Text,control,16,111843.0,113919.0
1651,35,Text,A,5,115440.0,116388.0
1652,35,Text,AG,2,118329.0,119205.0
1653,35,Text,AG,7,120954.0,121830.0
1654,35,Text,A,8,123423.0,124749.0
1655,35,Text,G,10,127455.0,128859.0
1656,35,Text,AG,12,130938.0,131754.0
1657,35,Text,AG,9,133353.0,137655.0
1658,35,Text,G,15,139863.0,143175.0
1659,35,Text,A,11,145710.0,146364.0
1660,35,Text,A,3,147963.0,148875.0
1661,35,Text,A,6,150198.0,151344.0
1662,35,Text,AG,14,153123.0,154530.0
1663,35,Text,G,1,156438.0,157770.0
1664,36,Video,AG,7,68172.0,0.0
1665,36,Video,control,16,73932.0,74730.0
1666,36,Video,A,6,78807.0,80907.0
1667,36,Video,AG,14,83676.0,85215.0
1668,36,Video,AG,12,89001.0,0.0
1669,36,Video,G,10,94506.0,96642.0
1670,36,Video,A,11,99891.0,0.0
1671,36,Video,AG,13,104850.0,0.0
1672,36,Video,A,5,110241.0,112311.0
1673,36,Video,AG,4,115326.0,117021.0
1674,36,Video,A,3,120291.0,121911.0
1675,36,Video,G,1,125511.0,0.0
1676,36,Video,AG,9,131286.0,132957.0
1677,36,Video,G,15,136530.0,138456.0
1678,36,Video,AG,2,141840.0,0.0
1679,36,Video,A,8,147042.0,149592.0
1680,36,Video,A,11,152832.0,0.0
1681,36,Video,A,6,158112.0,160380.0
1682,36,Video,A,3,163686.0,165336.0
1683,36,Video,AG,4,168747.0,170355.0
1684,36,Video,AG,13,173736.0,175731.0
1685,36,Video,AG,12,179127.0,181341.0
1686,36,Video,G,15,184719.0,0.0
1687,36,Video,AG,2,189999.0,0.0
1688,36,Video,AG,14,195699.0,197400.0
1689,36,Video,A,8,200829.0,202485.0
1690,36,Video,control,16,205656.0,207489.0
1691,36,Video,A,5,210861.0,213084.0
1692,36,Video,AG,9,216480.0,218199.0
1693,36,Video,AG,7,221895.0,224649.0
1694,36,Video,G,10,227694.0,229830.0
1695,36,Video,G,1,233535.0,235779.0
1696,36,Text,A,3,49677.0,50252.0
1697,36,Text,AG,13,52881.0,53612.0
1698,36,Text,A,8,55251.0,55912.0
1699,36,Text,AG,12,58272.0,59697.0
1700,36,Text,AG,4,61812.0,63098.0
1701,36,Text,AG,14,66081.0,67293.0
1702,36,Text,A,6,69297.0,70658.0
1703,36,Text,AG,2,72687.0,73698.0
1704,36,Text,G,10,75306.0,78033.0
1705,36,Text,AG,7,80196.0,81183.0
1706,36,Text,A,11,82935.0,84283.0
1707,36,Text,AG,9,86796.0,88523.0
1708,36,Text,A,5,90720.0,91708.0
1709,36,Text,G,1,95451.0,96179.0
1710,36,Text,control,16,100467.0,101858.0
1711,36,Text,G,15,104640.0,105554.0
1712,36,Text,A,5,108270.0,111279.0
1713,36,Text,AG,4,112956.0,114154.0
1714,36,Text,AG,7,116022.0,117019.0
1715,36,Text,control,16,120870.0,122254.0
1716,36,Text,AG,2,123825.0,125384.0
1717,36,Text,A,8,127176.0,127959.0
1718,36,Text,G,15,129471.0,131099.0
1719,36,Text,A,3,132990.0,134664.0
1720,36,Text,G,10,136512.0,137295.0
1721,36,Text,AG,14,138930.0,140975.0
1722,36,Text,AG,12,143961.0,144590.0
1723,36,Text,G,1,147237.0,150285.0
1724,36,Text,AG,13,152682.0,154715.0
1725,36,Text,AG,9,157467.0,159590.0
1726,36,Text,A,6,162435.0,164465.0
1727,36,Text,A,11,166602.0,167400.0
1728,37,Video,AG,7,41355.0,43347.0
1729,37,Video,A,3,46895.0,48472.0
1730,37,Video,AG,4,51915.0,53437.0
1731,37,Video,control,16,56935.0,0.0
1732,37,Video,AG,9,62220.0,63397.0
1733,37,Video,A,5,67145.0,68082.0
1734,37,Video,AG,13,72835.0,73847.0
1735,37,Video,G,15,78130.0,79652.0
1736,37,Video,A,8,83570.0,84852.0
1737,37,Video,AG,2,89126.0,90297.0
1738,37,Video,AG,14,94820.0,95487.0
1739,37,Video,AG,12,99631.0,100838.0
1740,37,Video,G,1,105326.0,107082.0
1741,37,Video,G,10,110626.0,111057.0
1742,37,Video,A,6,116196.0,116813.0
1743,37,Video,A,11,121521.0,122068.0
1744,37,Video,A,8,126366.0,126988.0
1745,37,Video,AG,2,131147.0,132258.0
1746,37,Video,AG,14,136786.0,137388.0
1747,37,Video,AG,9,141716.0,142488.0
1748,37,Video,A,11,146686.0,147193.0
1749,37,Video,AG,7,151966.0,152753.0
1750,37,Video,control,16,157156.0,157838.0
1751,37,Video,G,10,162106.0,162748.0
1752,37,Video,G,15,167486.0,168733.0
1753,37,Video,A,3,172682.0,173163.0
1754,37,Video,A,6,177921.0,178758.0
1755,37,Video,AG,4,183108.0,184258.0
1756,37,Video,AG,12,188051.0,189543.0
1757,37,Video,G,1,193992.0,195103.0
1758,37,Video,AG,13,199822.0,200228.0
1759,37,Video,A,5,204652.0,205608.0
1760,37,Text,AG,14,41695.0,42969.0
1761,37,Text,A,8,45524.0,49554.0
1762,37,Text,G,10,52440.0,53904.0
1763,37,Text,AG,7,55750.0,57554.0
1764,37,Text,AG,12,59735.0,61734.0
1765,37,Text,A,11,63690.0,66354.0
1766,37,Text,AG,13,67940.0,69024.0
1767,37,Text,control,16,70735.0,71869.0
1768,37,Text,A,6,73455.0,74629.0
1769,37,Text,A,3,76565.0,79289.0
1770,37,Text,AG,9,81565.0,82295.0
1771,37,Text,A,5,83890.0,85175.0
1772,37,Text,G,15,87070.0,87980.0
1773,37,Text,AG,4,89790.0,90865.0
1774,37,Text,AG,2,93125.0,93985.0
1775,37,Text,G,1,96850.0,97555.0
1776,37,Text,G,10,99060.0,101080.0
1777,37,Text,A,8,102915.0,103695.0
1778,37,Text,AG,13,105431.0,108525.0
1779,37,Text,AG,9,110330.0,110790.0
1780,37,Text,AG,14,112500.0,114805.0
1781,37,Text,A,6,117470.0,118785.0
1782,37,Text,AG,12,120386.0,121265.0
1783,37,Text,control,16,124031.0,124685.0
1784,37,Text,AG,2,126566.0,127705.0
1785,37,Text,AG,4,129236.0,129955.0
1786,37,Text,A,11,131446.0,132560.0
1787,37,Text,A,5,134371.0,134875.0
1788,37,Text,A,3,136751.0,137195.0
1789,37,Text,G,1,138891.0,139590.0
1790,37,Text,G,15,141271.0,142515.0
1791,37,Text,AG,7,144386.0,145270.0
1792,38,Video,A,6,64779.0,0.0
1793,38,Video,AG,7,69998.0,72146.0
1794,38,Video,AG,13,75369.0,76550.0
1795,38,Video,AG,2,81059.0,81831.0
1796,38,Video,AG,4,86144.0,87601.0
1797,38,Video,A,3,91624.0,92716.0
1798,38,Video,A,8,96854.0,97496.0
1799,38,Video,control,16,102759.0,0.0
1800,38,Video,AG,14,108254.0,109051.0
1801,38,Video,A,11,113284.0,114236.0
1802,38,Video,G,1,118699.0,119896.0
1803,38,Video,G,15,124169.0,0.0
1804,38,Video,AG,9,130139.0,131446.0
1805,38,Video,AG,12,135169.0,137171.0
1806,38,Video,A,5,140949.0,0.0
1807,38,Video,G,10,145809.0,147676.0
1808,38,Video,A,8,151629.0,152616.0
1809,38,Video,A,5,156345.0,158081.0
1810,38,Video,AG,12,161689.0,0.0
1811,38,Video,AG,13,167229.0,168516.0
1812,38,Video,AG,14,172869.0,174121.0
1813,38,Video,G,15,177829.0,0.0
1814,38,Video,A,3,183350.0,184301.0
1815,38,Video,A,11,188709.0,190116.0
1816,38,Video,AG,9,194059.0,0.0
1817,38,Video,AG,7,199409.0,200761.0
1818,38,Video,AG,2,205325.0,207506.0
1819,38,Video,G,10,211100.0,0.0
1820,38,Video,AG,4,216995.0,218351.0
1821,38,Video,A,6,222489.0,223817.0
1822,38,Video,control,16,227279.0,0.0
1823,38,Video,G,1,232710.0,234506.0
1824,38,Text,A,11,51149.0,54344.0
1825,38,Text,A,3,56640.0,59944.0
1826,38,Text,control,16,61900.0,66719.0
1827,38,Text,G,15,68270.0,70729.0
1828,38,Text,G,1,72540.0,75199.0
1829,38,Text,AG,14,78105.0,79424.0
1830,38,Text,A,5,81310.0,82329.0
1831,38,Text,A,8,84860.0,86204.0
1832,38,Text,A,6,88615.0,89739.0
1833,38,Text,AG,4,91450.0,92344.0
1834,38,Text,AG,13,95690.0,96569.0
1835,38,Text,AG,2,98185.0,99464.0
1836,38,Text,AG,7,102885.0,104234.0
1837,38,Text,G,10,105915.0,106739.0
1838,38,Text,AG,9,109291.0,110534.0
1839,38,Text,AG,12,112405.0,114229.0
1840,38,Text,AG,9,115930.0,116964.0
1841,38,Text,A,6,118430.0,120605.0
1842,38,Text,AG,13,122125.0,122849.0
1843,38,Text,G,15,124790.0,125454.0
1844,38,Text,AG,12,127505.0,127989.0
1845,38,Text,A,8,129910.0,131540.0
1846,38,Text,A,5,133800.0,135179.0
1847,38,Text,G,1,137970.0,138850.0
1848,38,Text,A,11,140690.0,141275.0
1849,38,Text,A,3,143025.0,143514.0
1850,38,Text,AG,14,145210.0,145904.0
1851,38,Text,G,10,147660.0,148480.0
1852,38,Text,AG,4,150035.0,150935.0
1853,38,Text,control,16,152900.0,154275.0
1854,38,Text,AG,7,156101.0,156655.0
1855,38,Text,AG,2,158645.0,159415.0
1856,39,Video,A,6,41037.0,42113.0
1857,39,Video,G,1,45856.0,47618.0
1858,39,Video,A,11,51216.0,52498.0
1859,39,Video,AG,2,56532.0,57659.0
1860,39,Video,AG,7,62412.0,63988.0
1861,39,Video,G,15,68112.0,69664.0
1862,39,Video,G,10,73512.0,74869.0
1863,39,Video,AG,13,78967.0,80514.0
1864,39,Video,control,16,84417.0,85834.0
1865,39,Video,AG,14,89892.0,91294.0
1866,39,Video,A,8,95017.0,97159.0
1867,39,Video,AG,12,99992.0,101999.0
1868,39,Video,A,3,105807.0,107089.0
1869,39,Video,A,5,111062.0,112494.0
1870,39,Video,AG,4,117143.0,118394.0
1871,39,Video,AG,9,122407.0,123614.0
1872,39,Video,A,11,127808.0,129229.0
1873,39,Video,AG,4,133293.0,134480.0
1874,39,Video,G,1,138088.0,139980.0
1875,39,Video,AG,2,143458.0,144575.0
1876,39,Video,A,6,149268.0,150589.0
1877,39,Video,G,10,154578.0,155850.0
1878,39,Video,control,16,160288.0,161700.0
1879,39,Video,AG,7,165473.0,167095.0
1880,39,Video,AG,14,170853.0,171985.0
1881,39,Video,A,3,176254.0,177595.0
1882,39,Video,AG,12,181008.0,182580.0
1883,39,Video,G,15,186333.0,187980.0
1884,39,Video,A,8,192489.0,193805.0
1885,39,Video,AG,13,197569.0,198690.0
1886,39,Video,AG,9,202663.0,203990.0
1887,39,Video,A,5,207690.0,209805.0
1888,39,Text,AG,13,40066.0,42636.0
1889,39,Text,A,5,45902.0,48361.0
1890,39,Text,AG,7,52091.0,53776.0
1891,39,Text,A,3,55797.0,57106.0
1892,39,Text,G,15,59457.0,61101.0
1893,39,Text,AG,12,63107.0,65131.0
1894,39,Text,A,8,68192.0,69241.0
1895,39,Text,AG,14,71117.0,72161.0
1896,39,Text,AG,9,75327.0,77251.0
1897,39,Text,G,1,79707.0,80876.0
1898,39,Text,G,10,83017.0,84641.0
1899,39,Text,control,16,86832.0,89096.0
1900,39,Text,AG,2,92812.0,93531.0
1901,39,Text,AG,4,95557.0,97037.0
1902,39,Text,A,6,98857.0,99801.0
1903,39,Text,A,11,105032.0,106177.0
1904,39,Text,AG,14,107937.0,109397.0
1905,39,Text,control,16,111107.0,113872.0
1906,39,Text,A,3,115487.0,116322.0
1907,39,Text,A,6,117997.0,118727.0
1908,39,Text,G,10,121607.0,123167.0
1909,39,Text,G,15,125217.0,126157.0
1910,39,Text,A,5,127952.0,129482.0
1911,39,Text,AG,4,131417.0,132217.0
1912,39,Text,G,1,133898.0,135002.0
1913,39,Text,A,8,137048.0,138227.0
1914,39,Text,AG,9,140033.0,140712.0
1915,39,Text,A,11,142163.0,142817.0
1916,39,Text,AG,7,145573.0,146437.0
1917,39,Text,AG,12,148648.0,150697.0
1918,39,Text,AG,13,152253.0,153687.0
1919,39,Text,AG,2,155753.0,157167.0
1920,40,Video,AG,2,42564.0,0.0
1921,40,Video,AG,7,48588.0,0.0
1922,40,Video,G,10,54423.0,55625.0
1923,40,Video,A,3,59988.0,60920.0
1924,40,Video,A,11,65134.0,66165.0
1925,40,Video,AG,4,70528.0,0.0
1926,40,Video,A,6,75408.0,76220.0
1927,40,Video,AG,14,80488.0,0.0
1928,40,Video,A,8,85733.0,87470.0
1929,40,Video,control,16,91118.0,0.0
1930,40,Video,G,1,96148.0,97625.0
1931,40,Video,AG,12,101673.0,103570.0
1932,40,Video,G,15,107444.0,0.0
1933,40,Video,A,5,112624.0,0.0
1934,40,Video,AG,9,117809.0,118990.0
1935,40,Video,AG,13,122613.0,123885.0
1936,40,Video,G,15,128119.0,0.0
1937,40,Video,AG,12,133469.0,0.0
1938,40,Video,control,16,138984.0,139950.0
1939,40,Video,A,3,143904.0,0.0
1940,40,Video,AG,7,148954.0,150155.0
1941,40,Video,A,8,154514.0,155415.0
1942,40,Video,AG,4,159435.0,0.0
1943,40,Video,G,1,164284.0,0.0
1944,40,Video,A,5,169609.0,170815.0
1945,40,Video,G,10,175399.0,176431.0
1946,40,Video,AG,13,180979.0,0.0
1947,40,Video,AG,14,185639.0,0.0
1948,40,Video,AG,9,190379.0,0.0
1949,40,Video,AG,2,195520.0,0.0
1950,40,Video,A,6,200819.0,201991.0
1951,40,Video,A,11,206144.0,207221.0
1952,40,Text,AG,13,49511.0,50861.0
1953,40,Text,AG,14,53892.0,55551.0
1954,40,Text,AG,2,57607.0,58681.0
1955,40,Text,AG,12,60822.0,62161.0
1956,40,Text,AG,7,64577.0,65371.0
1957,40,Text,A,5,66947.0,67826.0
1958,40,Text,A,6,69582.0,70406.0
1959,40,Text,AG,9,72092.0,72766.0
1960,40,Text,A,11,74512.0,75781.0
1961,40,Text,G,10,80757.0,81486.0
1962,40,Text,G,1,84037.0,84786.0
1963,40,Text,control,16,86752.0,87266.0
1964,40,Text,A,8,89022.0,89846.0
1965,40,Text,AG,4,91807.0,92886.0
1966,40,Text,A,3,94367.0,95421.0
1967,40,Text,G,15,97337.0,98661.0
1968,40,Text,AG,12,102397.0,103201.0
1969,40,Text,AG,9,104747.0,105296.0
1970,40,Text,control,16,107052.0,107461.0
1971,40,Text,G,10,108927.0,110366.0
1972,40,Text,AG,4,112352.0,114226.0
1973,40,Text,A,11,116092.0,117161.0
1974,40,Text,G,15,119457.0,121071.0
1975,40,Text,A,5,122647.0,123306.0
1976,40,Text,AG,14,124842.0,125416.0
1977,40,Text,A,6,127427.0,128096.0
1978,40,Text,AG,7,130067.0,130911.0
1979,40,Text,A,3,132747.0,133336.0
1980,40,Text,A,8,135357.0,135971.0
1981,40,Text,AG,13,137912.0,138861.0
1982,40,Text,G,1,140982.0,141516.0
1983,40,Text,AG,2,143292.0,144091.0
1984,14,Text,G,1,46147.49999999913,48596.99999999939
1985,14,Text,AG,2,50782.50000000044,51716.999999999825
1986,14,Text,A,14,53777.40000000049,55376.99999999895
1987,14,Text,A,3,58097.400000000926,59017.200000000594
1988,14,Text,AG,13,61142.39999999918,65441.999999999825
1989,14,Text,A,6,68162.39999999962,69067.2000000006
1990,14,Text,A,11,71132.40000000005,72221.99999999939
1991,14,Text,A,8,74072.40000000093,75041.99999999983
1992,14,Text,G,15,76887.60000000038,77647.20000000016
1993,14,Text,AG,9,79622.40000000093,80797.20000000016
1994,14,Text,A,5,82822.49999999913,83576.99999999895
1995,14,Text,AG,7,85677.59999999907,86717.10000000021
1996,14,Text,AG,4,88277.40000000049,89912.10000000065
1997,14,Text,AG,12,92042.39999999918,92782.19999999928
1998,14,Text,G,10,94802.40000000049,96012.00000000026
1999,14,Text,control,16,97562.39999999962,98467.2000000006
2000,14,Text,G,15,100747.49999999913,101597.09999999977
2001,14,Text,AG,13,104982.60000000082,105746.99999999939
2002,14,Text,AG,4,107517.30000000098,108452.09999999934
2003,14,Text,AG,7,110262.60000000038,110702.09999999934
2004,14,Text,A,11,112682.40000000005,113687.10000000065
2005,14,Text,G,10,115602.59999999907,116357.10000000108
2006,14,Text,A,14,117982.50000000044,118676.99999999895
2007,14,Text,A,8,120422.40000000093,121352.09999999934
2008,14,Text,A,5,124572.30000000054,125237.10000000065
2009,14,Text,AG,9,127057.19999999928,129201.90000000075
2010,14,Text,AG,2,136117.2000000006,136877.09999999934
2011,14,Text,control,16,138817.49999999956,139716.89999999944
2012,14,Text,A,3,141432.0000000007,142191.89999999944
2013,14,Text,G,1,144146.9999999994,145091.70000000086
2014,14,Text,AG,12,146612.10000000065,147201.90000000075
2015,14,Text,A,6,149107.19999999928,150411.89999999988
2016,8,Text,control,16,39483.000000000175,41487.600000000384
2017,8,Text,G,10,43347.90000000066,45212.70000000077
2018,8,Text,A,14,46632.89999999979,51022.49999999913
2019,8,Text,G,15,52867.800000000716,54522.59999999951
2020,8,Text,A,5,56492.70000000033,59212.5
2021,8,Text,G,1,61162.79999999897,62242.49999999956
2022,8,Text,AG,12,64562.70000000077,65902.19999999972
2023,8,Text,AG,7,67637.70000000077,68702.40000000049
2024,8,Text,A,11,70502.69999999946,71622.30000000054
2025,8,Text,AG,9,73737.60000000038,75117.30000000098
2026,8,Text,A,3,76827.59999999907,82337.10000000065
2027,8,Text,A,6,84172.49999999913,85142.10000000021
2028,8,Text,A,8,87027.3000000001,88567.2000000006
2029,8,Text,AG,13,90887.39999999962,92072.09999999977
2030,8,Text,AG,4,94117.2000000006,95151.90000000075
2031,8,Text,AG,2,96992.39999999918,98117.10000000021
2032,8,Text,A,21,100117.49999999956,101397.30000000054
2033,8,Text,AG,28,103527.90000000023,104697.59999999951
2034,8,Text,AG,25,106137.89999999935,107307.60000000082
2035,8,Text,A,30,109023.00000000105,109927.79999999984
2036,8,Text,A,19,111818.09999999969,112827.90000000023
2037,8,Text,AG,23,114728.69999999893,115483.20000000094
2038,8,Text,AG,29,116963.70000000024,117958.49999999991
2039,8,Text,A,24,119758.80000000107,120548.69999999937
2040,8,Text,G,31,122529.00000000009,123948.90000000014
2041,8,Text,A,22,126034.49999999939,126924.00000000052
2042,8,Text,control,32,128559.59999999977,129534.3000000008
2043,8,Text,G,26,131219.69999999928,132384.3000000008
2044,8,Text,A,27,133999.79999999923,135174.60000000065
2045,8,Text,AG,20,136985.0999999995,138434.99999999913
2046,8,Text,AG,18,140195.3999999998,141245.10000000082
2047,8,Text,G,17,143070.2999999994,144890.40000000023
2048,17,Text,A,8,45972.59999999951,47172.0
2049,17,Text,AG,9,49632.60000000082,50267.1
2050,17,Text,AG,4,53327.69999999946,54136.8
2051,17,Text,A,3,55652.69999999946,56131.8
2052,17,Text,G,10,58112.70000000077,58686.9
2053,17,Text,G,15,60622.80000000028,61272.0
2054,17,Text,control,16,62967.59999999995,63621.9
2055,17,Text,AG,13,66217.49999999956,66872.1
2056,17,Text,AG,12,68697.59999999951,69297.0
2057,17,Text,AG,7,70722.59999999951,71346.9
2058,17,Text,AG,2,72732.60000000082,73227.0
2059,17,Text,A,14,75092.70000000033,75662.1
2060,17,Text,A,11,77332.7999999994,77946.9
2061,17,Text,G,1,79477.79999999984,80337.0
2062,17,Text,A,5,82912.5,83401.8
2063,17,Text,A,6,85013.10000000012,85521.9
2064,17,Text,G,31,87027.59999999907,87801.6
2065,17,Text,AG,29,89777.69999999946,90557.1
2066,17,Text,AG,20,92242.49999999956,92646.9
2067,17,Text,A,22,94587.60000000038,95121.9
2068,17,Text,A,24,96828.00000000061,97396.8
2069,17,Text,A,30,99077.69999999946,99642.0
2070,17,Text,A,19,101187.60000000038,101666.7
2071,17,Text,AG,18,103587.60000000038,104116.8
2072,17,Text,AG,25,105552.59999999907,106076.7
2073,17,Text,A,27,107747.6999999999,108256.8
2074,17,Text,G,26,109862.70000000077,110326.8
2075,17,Text,control,32,112677.59999999907,113271.6
2076,17,Text,A,21,115222.49999999913,115791.6
2077,17,Text,G,17,117887.39999999962,118621.8
2078,17,Text,AG,28,120557.40000000005,121001.7
2079,17,Text,AG,23,123102.59999999907,123746.7
2080,19,Text,G,1,45113.10000000012,52502.69999999946
2081,19,Text,AG,4,54273.00000000105,55412.70000000077
2082,19,Text,control,16,57288.30000000089,58942.800000000716
2083,19,Text,A,8,60948.00000000105,62327.40000000049
2084,19,Text,AG,12,64062.899999999354,67012.5
2085,19,Text,AG,7,68482.7999999994,69717.59999999995
2086,19,Text,A,11,71247.90000000066,72272.40000000093
2087,19,Text,G,10,73953.00000000061,74737.5
2088,19,Text,AG,2,76608.00000000017,77442.89999999892
2089,19,Text,AG,9,79318.20000000007,80192.9999999993
2090,19,Text,A,6,81608.39999999953,82393.20000000007
2091,19,Text,A,3,84283.49999999991,85278.29999999958
2092,19,Text,G,15,86823.59999999899,87583.20000000094
2093,19,Text,AG,13,89418.90000000058,90413.70000000024
2094,19,Text,A,14,92049.2999999995,93198.90000000014
2095,19,Text,A,5,94874.10000000091,95403.8999999997
2096,19,Text,G,17,97184.399999999,98054.10000000047
2097,19,Text,AG,25,100269.60000000108,101034.3000000008
2098,19,Text,A,21,102634.49999999939,103324.50000000026
2099,19,Text,A,24,105044.69999999928,105704.7000000006
2100,19,Text,AG,23,107565.00000000087,108059.70000000016
2101,19,Text,AG,29,109610.09999999951,110244.90000000005
2102,19,Text,control,32,112220.39999999979,113614.8000000001
2103,19,Text,A,30,114990.29999999984,116454.89999999918
2104,19,Text,A,22,118170.60000000056,119015.40000000023
2105,19,Text,AG,20,120490.79999999958,121075.49999999974
2106,19,Text,G,26,122525.99999999948,123180.59999999969
2107,19,Text,G,31,124796.1000000003,125400.60000000012
2108,19,Text,AG,18,127655.99999999904,128270.70000000094
2109,19,Text,A,27,129671.1000000003,130220.99999999991
2110,19,Text,AG,28,131801.400000001,132800.99999999948
2111,19,Text,A,19,134216.3999999997,135316.19999999893
2112,18,Text,AG,2,41661.89999999988,46606.50000000096
2113,18,Text,A,8,50102.09999999934,51386.40000000014
2114,18,Text,G,10,56302.19999999972,58096.49999999965
