,participant,Scene type,Type,Scene number,SS Latency,BP Latency
2115,18,Text,A,11,59747.400000000926,60816.60000000047
2116,18,Text,G,15,63022.20000000016,63951.5999999996
2117,18,Text,G,1,68621.99999999939,70676.69999999998
2118,18,Text,AG,12,72952.19999999972,75531.59999999916
2119,18,Text,A,3,77017.2000000006,80486.69999999911
2120,18,Text,AG,4,82332.29999999967,83801.69999999998
2121,18,Text,A,14,85142.39999999918,96981.90000000031
2122,18,Text,A,6,99417.30000000098,101601.90000000075
2123,18,Text,AG,13,103232.40000000005,105801.90000000075
2124,18,Text,AG,7,107207.69999999902,111746.99999999939
2125,18,Text,A,5,114092.70000000033,117707.10000000108
2126,18,Text,control,16,119962.5,121086.89999999988
2127,18,Text,AG,9,123368.09999999969,125562.00000000026
2128,18,Text,A,21,127053.00000000061,130262.10000000065
2129,18,Text,AG,18,131962.79999999897,134951.99999999895
2130,18,Text,A,30,137882.69999999902,139322.09999999977
2131,18,Text,G,17,141097.80000000028,146022.30000000054
2132,18,Text,AG,20,147467.9999999993,150977.09999999934
2133,18,Text,A,24,154152.90000000023,155362.20000000103
2134,18,Text,AG,23,156998.09999999925,163147.20000000016
2135,18,Text,A,22,166408.20000000094,168282.0000000007
2136,18,Text,A,19,170708.10000000056,173647.20000000016
2137,18,Text,A,27,176508.29999999914,185237.39999999962
2138,18,Text,AG,25,188528.39999999997,192317.39999999918
2139,18,Text,G,31,194318.40000000084,197582.40000000005
2140,18,Text,AG,28,200963.3999999991,203207.69999999902
2141,18,Text,AG,29,205553.100000001,209332.50000000044
2142,18,Text,G,26,210823.5000000008,212757.29999999967
2143,18,Text,control,32,214093.20000000007,215377.50000000087
2144,16,Text,AG,13,39429.0,42552.0
2145,16,Text,A,8,44919.0,46629.0
2146,16,Text,AG,12,48204.0,48999.0
2147,16,Text,AG,7,50454.0,51687.0
2148,16,Text,AG,9,53148.0,54048.0
2149,16,Text,A,6,55887.0,56652.0
2150,16,Text,A,3,58089.0,59322.0
2151,16,Text,A,14,60969.0,62598.0
2152,16,Text,G,15,65154.0,66057.0
2153,16,Text,G,1,67872.0,68892.0
2154,16,Text,AG,2,70728.0,71382.0
2155,16,Text,AG,4,72858.0,74748.0
2156,16,Text,control,16,76461.0,78186.0
2157,16,Text,A,5,79773.0,81003.0
2158,16,Text,G,10,82641.0,84003.0
2159,16,Text,A,11,85383.0,86523.0
2160,16,Text,A,14,88251.0,90117.0
2161,16,Text,AG,13,91692.0,94326.0
2162,16,Text,AG,12,95841.0,97296.0
2163,16,Text,G,1,98937.0,97296.0
2164,16,Text,G,10,101721.0,99966.0
2165,16,Text,A,3,104691.0,102921.0
2166,16,Text,A,11,109407.0,107688.0
2167,16,Text,A,8,112263.0,110736.0
2168,16,Text,G,15,116916.0,115413.0
2169,16,Text,A,5,119382.0,117897.0
2170,16,Text,AG,2,123837.0,122301.0
2171,16,Text,control,16,131538.0,126858.0
2172,16,Text,AG,4,140358.0,133221.0
2173,16,Text,A,6,144357.0,142407.0
2174,16,Text,AG,9,148737.0,146487.0
2175,16,Text,AG,7,151476.0,149667.0
2176,15,Text,AG,7,41514.0,44343.0
2177,15,Text,AG,2,50754.0,55659.0
2178,15,Text,AG,4,58008.0,63099.0
2179,15,Text,G,10,64905.0,66450.0
2180,15,Text,AG,9,68910.0,70050.0
2181,15,Text,A,3,75468.0,77229.0
2182,15,Text,A,5,79179.0,80718.0
2183,15,Text,A,11,83259.0,84780.0
2184,15,Text,control,16,96933.0,97863.0
2185,15,Text,G,1,100383.0,103383.0
2186,15,Text,AG,13,106134.0,107523.0
2187,15,Text,A,6,109830.0,111705.0
2188,15,Text,A,8,113238.0,114603.0
2189,15,Text,A,14,116034.0,119400.0
2190,15,Text,G,15,124929.0,125898.0
2191,15,Text,AG,12,127350.0,130335.0
2192,15,Text,AG,4,131748.0,133335.0
2193,15,Text,AG,12,138489.0,140250.0
2194,15,Text,A,14,149268.0,150690.0
2195,15,Text,G,15,152574.0,153525.0
2196,15,Text,A,11,156294.0,158565.0
2197,15,Text,A,3,165189.0,166263.0
2198,15,Text,AG,13,168174.0,169473.0
2199,15,Text,AG,9,171234.0,172509.0
2200,15,Text,A,8,174372.0,176013.0
2201,15,Text,AG,7,177819.0,178512.0
2202,15,Text,A,6,180003.0,180753.0
2203,15,Text,AG,2,182454.0,184077.0
2204,15,Text,G,1,185712.0,186972.0
2205,15,Text,G,10,188883.0,190047.0
2206,15,Text,control,16,191784.0,192699.0
2207,15,Text,A,5,194697.0,195342.0
2208,2,Text,A,11,45258.0,47334.0
2209,2,Text,AG,13,49734.0,50904.0
2210,2,Text,G,10,53364.0,54189.0
2211,2,Text,A,8,56793.0,57873.0
2212,2,Text,AG,2,59868.0,60813.0
2213,2,Text,AG,12,63813.0,65097.0
2214,2,Text,AG,7,67122.0,67668.0
2215,2,Text,AG,9,69222.0,71319.0
2216,2,Text,A,6,73482.0,74889.0
2217,2,Text,AG,4,76614.0,77772.0
2218,2,Text,A,14,79818.0,81153.0
2219,2,Text,G,1,83124.0,83763.0
2220,2,Text,A,3,86892.0,87849.0
2221,2,Text,G,15,89673.0,90993.0
2222,2,Text,control,16,93003.0,93819.0
2223,2,Text,A,5,96369.0,97392.0
2224,2,Text,A,5,98904.0,100197.0
2225,2,Text,AG,7,101784.0,102363.0
2226,2,Text,A,14,103998.0,104739.0
2227,2,Text,AG,13,106692.0,107457.0
2228,2,Text,G,15,109038.0,109842.0
2229,2,Text,A,6,111462.0,112587.0
2230,2,Text,A,11,114264.0,115047.0
2231,2,Text,AG,2,117339.0,118203.0
2232,2,Text,G,10,120144.0,120783.0
2233,2,Text,AG,4,122328.0,123282.0
2234,2,Text,A,3,125118.0,126843.0
2235,2,Text,A,8,128403.0,129108.0
2236,2,Text,AG,9,131793.0,132294.0
2237,2,Text,G,1,133974.0,135537.0
2238,2,Text,AG,12,138273.0,139068.0
2239,2,Text,control,16,141039.0,141519.0
2240,7,Text,A,3,41208.0,42678.0
2241,7,Text,AG,12,45354.0,46524.0
2242,7,Text,AG,9,48144.0,49548.0
2243,7,Text,AG,7,51525.0,52704.0
2244,7,Text,AG,13,54138.0,54558.0
2245,7,Text,AG,2,59454.0,60399.0
2246,7,Text,A,6,62079.0,62880.0
2247,7,Text,A,8,64893.0,66384.0
2248,7,Text,G,1,68670.0,69402.6
2249,7,Text,G,10,71130.0,72195.0
2250,7,Text,G,15,73878.0,75600.0
2251,7,Text,A,14,77490.0,78063.0
2252,7,Text,control,16,81183.0,82005.0
2253,7,Text,A,5,84033.0,84720.0
2254,7,Text,AG,4,87114.0,87933.0
2255,7,Text,A,11,89835.0,90510.0
2256,7,Text,A,5,92118.0,92880.0
2257,7,Text,G,10,94734.0,95544.0
2258,7,Text,AG,13,97353.0,98265.0
2259,7,Text,control,16,99759.0,100552.2
2260,7,Text,A,6,102600.0,103179.0
2261,7,Text,A,8,104730.0,105504.0
2262,7,Text,G,15,107478.0,108255.0
2263,7,Text,A,3,110340.0,110934.0
2264,7,Text,AG,9,112890.0,113694.0
2265,7,Text,G,1,115563.0,116388.0
2266,7,Text,AG,7,118713.0,119925.0
2267,7,Text,AG,12,122079.0,123180.0
2268,7,Text,A,14,127053.0,127563.0
2269,7,Text,A,11,129663.0,130158.0
2270,7,Text,AG,2,132330.0,132330.0
2271,7,Text,AG,4,134574.0,135303.0
2272,12,Text,control,16,50007.0,52542.0
2273,12,Text,AG,13,54690.0,55440.0
2274,12,Text,A,3,57447.0,58515.0
2275,12,Text,A,5,62937.0,63381.0
2276,12,Text,AG,7,65580.0,66276.0
2277,12,Text,A,6,67950.0,68955.0
2278,12,Text,G,15,70575.0,71886.0
2279,12,Text,AG,2,73875.0,74916.0
2280,12,Text,AG,4,77700.0,78537.0
2281,12,Text,A,14,80817.0,81627.0
2282,12,Text,G,1,83742.0,85065.0
2283,12,Text,A,8,87246.0,88065.0
2284,12,Text,AG,12,90270.0,91161.0
2285,12,Text,AG,9,92751.0,93426.0
2286,12,Text,A,11,95742.0,96246.0
2287,12,Text,G,10,98397.0,99201.0
2288,12,Text,AG,2,101541.0,102162.0
2289,12,Text,A,14,103887.0,104430.0
2290,12,Text,control,16,106716.0,107556.0
2291,12,Text,A,8,109965.0,110637.0
2292,12,Text,A,11,112695.0,113451.0
2293,12,Text,A,3,115395.0,115962.0
2294,12,Text,G,10,117615.0,118200.0
2295,12,Text,G,1,119904.0,120564.0
2296,12,Text,G,15,122226.0,122745.0
2297,12,Text,A,6,124596.0,125220.0
2298,12,Text,AG,12,128406.0,129606.0
2299,12,Text,AG,7,131340.0,132120.0
2300,12,Text,AG,13,136014.0,136464.0
2301,12,Text,AG,4,138099.0,138699.0
2302,12,Text,AG,9,140199.0,140874.0
2303,12,Text,A,5,143001.0,143631.0
2304,4,Text,G,10,27750.0,28953.0
2305,4,Text,G,15,31074.0,31740.0
2306,4,Text,AG,2,33360.0,34695.0
2307,4,Text,AG,13,36405.0,37254.0
2308,4,Text,AG,4,39408.00000000001,40023.0
2309,4,Text,AG,7,41628.0,42624.00000000001
2310,4,Text,AG,12,44595.0,45378.0
2311,4,Text,G,1,47208.00000000001,47934.0
2312,4,Text,control,16,49875.0,50658.00000000001
2313,4,Text,A,11,52284.0,53433.00000000001
2314,4,Text,A,8,54948.0,56268.0
2315,4,Text,AG,9,56784.0,59790.0
2316,4,Text,A,14,58920.0,61809.0
2317,4,Text,A,3,61353.0,66669.0
2318,4,Text,A,6,65664.0,69840.0
2319,4,Text,A,5,69069.0,72270.0
2320,4,Text,A,11,74760.0,75288.0
2321,4,Text,A,3,76995.0,77523.00000000001
2322,4,Text,A,14,79455.0,79860.0
2323,4,Text,G,10,82029.0,82335.0
2324,4,Text,G,1,85269.0,86139.0
2325,4,Text,A,8,88725.0,89295.0
2326,4,Text,control,16,91320.0,91728.0
2327,4,Text,G,15,93375.0,94038.0
2328,4,Text,AG,7,95793.0,96285.0
2329,4,Text,AG,2,98349.0,99180.0
2330,4,Text,A,6,101223.00000000001,102015.0
2331,4,Text,AG,13,103583.99999999999,104055.0
2332,4,Text,AG,12,105618.0,106260.0
2333,4,Text,AG,9,108330.0,108924.0
2334,4,Text,A,5,110814.0,111483.0
2335,4,Text,AG,4,113964.0,114675.0
2336,6,Text,G,1,47928.0,50097.0
2337,6,Text,G,15,52475.99999999999,54615.0
2338,6,Text,A,5,56721.0,58578.0
2339,6,Text,A,3,60425.99999999999,62481.0
2340,6,Text,AG,13,64925.99999999999,66210.0
2341,6,Text,control,16,69156.0,70710.0
2342,6,Text,AG,2,73977.0,74802.0
2343,6,Text,A,6,77160.0,78435.0
2344,6,Text,A,14,80211.0,82371.0
2345,6,Text,AG,12,84255.0,84255.0
2346,6,Text,AG,7,87285.0,87945.0
2347,6,Text,AG,4,89820.0,91365.0
2348,6,Text,A,11,95051.99999999999,96051.0
2349,6,Text,A,8,97560.0,98670.0
2350,6,Text,G,10,100581.0,101982.0
2351,6,Text,AG,9,103980.0,104796.3
2352,6,Text,A,5,106812.0,107640.0
2353,6,Text,G,10,110166.00000000001,111822.0
2354,6,Text,A,14,113646.0,115761.0
2355,6,Text,AG,9,118461.0,119661.0
2356,6,Text,AG,2,121245.0,121992.0
2357,6,Text,A,6,123495.0,124131.0
2358,6,Text,AG,12,125775.0,126861.0
2359,6,Text,A,11,128901.0,129945.0
2360,6,Text,G,15,132366.0,133257.0
2361,6,Text,AG,7,135180.0,136212.0
2362,6,Text,G,1,138117.0,138882.0
2363,6,Text,control,16,140811.0,143685.0
2364,6,Text,A,3,145641.0,146181.0
2365,6,Text,AG,4,149220.0,151752.0
2366,6,Text,A,8,153381.0,154080.0
2367,6,Text,AG,13,155577.0,157257.00000000003
2368,11,Text,AG,9,40466.99999999999,42378.0
2369,11,Text,AG,7,44811.0,47816.99999999999
2370,11,Text,control,16,49368.0,50241.0
2371,11,Text,G,15,51950.99999999999,53532.0
2372,11,Text,AG,13,55400.99999999999,56691.0
2373,11,Text,G,1,58650.0,61041.0
2374,11,Text,AG,4,62970.0,64290.0
2375,11,Text,AG,12,65871.0,66846.0
2376,11,Text,A,6,68715.0,71322.0
2377,11,Text,A,14,73212.0,73905.0
2378,11,Text,A,5,75927.0,76680.0
2379,11,Text,A,8,78176.99999999999,79212.0
2380,11,Text,A,3,80991.00000000001,81867.0
2381,11,Text,A,11,83730.0,84786.0
2382,11,Text,G,10,86580.0,88791.00000000001
2383,11,Text,AG,2,90861.0,91476.0
2384,11,Text,AG,12,93042.0,93930.0
2385,11,Text,G,10,95505.0,96657.0
2386,11,Text,A,5,98661.0,99597.0
2387,11,Text,AG,2,101901.0,103107.0
2388,11,Text,AG,4,104745.0,106035.0
2389,11,Text,A,11,107940.0,109212.0
2390,11,Text,AG,13,111030.0,111792.0
2391,11,Text,G,1,113430.0,114900.0
2392,11,Text,A,14,116667.0,117840.0
2393,11,Text,A,6,119721.0,120837.0
2394,11,Text,control,16,122811.0,123606.0
2395,11,Text,AG,9,125367.0,126192.0
2396,11,Text,A,8,128276.99999999999,129861.0
2397,11,Text,AG,7,131535.0,132555.0
2398,11,Text,G,15,134535.0,135705.0
2399,11,Text,A,3,137475.0,139287.0
2400,5,Text,AG,4,43407.0,47214.0
2401,5,Text,G,10,51537.0,62088.0
2402,5,Text,A,3,66837.0,71928.0
2403,5,Text,AG,13,74238.0,81054.0
2404,5,Text,AG,12,84312.0,93288.0
2405,5,Text,G,1,96273.00000000001,101126.99999999999
2406,5,Text,A,11,106821.0,116862.0
2407,5,Text,A,8,121596.0,143076.0
2408,5,Text,A,14,144927.0,147876.0
2409,5,Text,AG,9,150498.0,157911.0
2410,5,Text,G,15,163452.0,168198.0
2411,5,Text,AG,2,172857.00000000003,174756.0
2412,5,Text,A,6,177666.0,180141.0
2413,5,Text,AG,7,182436.0,185613.0
2414,5,Text,control,16,190217.99999999997,192987.0
2415,5,Text,A,5,194853.0,197646.00000000003
2416,5,Text,G,1,199791.0,201288.0
2417,5,Text,G,10,204888.0,213342.0
2418,5,Text,A,11,218451.0,225657.00000000003
2419,5,Text,AG,4,229161.0,233550.0
2420,5,Text,AG,12,237660.0,240261.0
2421,5,Text,A,8,242385.0,249315.0
2422,5,Text,A,6,251775.0,254520.0
2423,5,Text,AG,7,257562.0,260136.0
2424,5,Text,AG,9,262386.0,266442.0
2425,5,Text,A,14,268647.0,272247.0
2426,5,Text,control,16,274665.0,277161.0
2427,5,Text,A,5,279765.0,285117.0
2428,5,Text,G,15,287415.0,289476.0
2429,5,Text,AG,13,291087.0,292392.0
2430,5,Text,AG,2,294351.0,297495.0
2431,5,Text,A,3,299325.0,302472.0
2432,1,Text,control,16,42111.0,45087.0
2433,1,Text,AG,12,48306.0,49845.0
2434,1,Text,A,11,52905.0,54087.0
2435,1,Text,G,10,56721.0,57372.0
2436,1,Text,AG,9,61386.0,62300.99999999999
2437,1,Text,AG,7,65082.0,65421.0
2438,1,Text,A,6,68355.0,68640.0
2439,1,Text,G,15,70686.0,71841.0
2440,1,Text,G,1,75000.0,75390.0
2441,1,Text,AG,2,78120.0,78411.0
2442,1,Text,AG,4,80910.0,81255.0
2443,1,Text,A,8,84345.0,84714.0
2444,1,Text,A,3,87135.0,87381.0
2445,1,Text,A,14,89361.0,89858.99999999999
2446,1,Text,A,5,91566.00000000001,91821.0
2447,1,Text,AG,13,94704.0,95154.0
2448,1,Text,AG,12,98019.0,98346.0
2449,1,Text,G,1,101340.0,101895.0
2450,1,Text,G,15,104258.99999999999,104258.99999999999
2451,1,Text,control,16,107271.0,107483.99999999999
2452,1,Text,A,8,109989.0,110333.99999999999
2453,1,Text,AG,4,112494.0,112746.0
2454,1,Text,G,10,114696.0,114891.00000000001
2455,1,Text,A,3,117660.0,117921.0
2456,1,Text,A,11,120174.0,120420.0
2457,1,Text,A,14,122325.0,122490.0
2458,1,Text,A,6,124221.0,124386.0
2459,1,Text,A,5,126555.0,127104.0
2460,1,Text,AG,7,129279.0,129474.0
2461,1,Text,AG,2,132669.0,132891.0
2462,1,Text,AG,13,135105.0,135294.0
2463,1,Text,AG,9,137190.0,137409.0
2464,3,Text,control,16,40374.00000000001,42669.0
2465,3,Text,A,8,44739.0,47463.0
2466,3,Text,AG,9,49659.0,50778.0
2467,3,Text,A,3,52464.0,53754.0
2468,3,Text,A,6,55383.00000000001,56289.0
2469,3,Text,AG,13,58362.0,60183.00000000001
2470,3,Text,AG,4,61854.0,62973.0
2471,3,Text,AG,12,65037.0,66084.0
2472,3,Text,G,10,67983.0,69993.0
2473,3,Text,A,14,72969.0,74118.0
2474,3,Text,AG,2,75663.0,76584.0
2475,3,Text,G,15,78048.00000000001,78897.0
2476,3,Text,AG,7,80724.0,81774.0
2477,3,Text,A,5,83319.0,84387.0
2478,3,Text,G,1,85869.0,87176.99999999999
2479,3,Text,A,11,88662.0,89532.0
2480,3,Text,A,6,91076.99999999999,91857.0
2481,3,Text,A,11,93714.0,94376.99999999999
2482,3,Text,AG,7,95844.0,96768.0
2483,3,Text,G,15,98763.0,99639.0
2484,3,Text,A,14,101801.99999999999,102699.0
2485,3,Text,AG,2,104426.99999999999,105144.0
2486,3,Text,A,8,106863.0,107742.0
2487,3,Text,G,1,109932.0,110922.0
2488,3,Text,G,10,112449.0,113229.0
2489,3,Text,AG,13,115001.99999999999,116208.0
2490,3,Text,A,3,120033.0,120033.0
2491,3,Text,control,16,122148.00000000001,122868.0
2492,3,Text,AG,9,124389.0,124869.0
2493,3,Text,A,5,127374.0,128004.0
2494,3,Text,AG,12,129567.0,130647.0
2495,3,Text,AG,4,132324.0,132957.0
2496,10,Text,AG,9,40854.0,46713.0
2497,10,Text,A,5,48783.00000000001,51024.00000000001
2498,10,Text,AG,4,53244.0,55185.0
2499,10,Text,A,8,57378.0,58743.0
2500,10,Text,A,14,60675.0,73239.0
2501,10,Text,AG,2,74568.0,76068.0
2502,10,Text,A,6,77805.0,79058.99999999999
2503,10,Text,G,15,83568.0,85005.0
2504,10,Text,A,3,86904.0,89343.0
2505,10,Text,A,11,93654.0,94929.0
2506,10,Text,control,16,96999.0,99063.0
2507,10,Text,AG,12,102270.0,104349.0
2508,10,Text,G,1,106380.0,107565.0
2509,10,Text,AG,7,109620.0,110754.0
2510,10,Text,AG,13,112583.99999999999,113745.0
2511,10,Text,G,10,116340.0,117555.0
2512,10,Text,AG,2,119730.0,121082.4
2513,10,Text,A,14,123390.0,124737.0
2514,10,Text,G,10,126954.0,128217.0
2515,10,Text,G,15,130119.0,131568.0
2516,10,Text,AG,13,135204.0,135894.0
2517,10,Text,A,6,137898.0,138819.0
2518,10,Text,A,11,140853.0,142767.0
2519,10,Text,A,8,144777.0,146658.0
2520,10,Text,A,3,148833.0,149727.0
2521,10,Text,AG,12,151872.0,152898.0
2522,10,Text,control,16,154839.0,155603.99999999997
2523,10,Text,A,5,157578.0,158553.0
2524,10,Text,AG,7,160362.0,160998.0
2525,10,Text,G,1,163002.0,164139.0
2526,10,Text,AG,4,166149.0,167553.0
2527,10,Text,AG,9,169413.0,171174.0
2528,13,Text,AG,4,40944.0,43614.0
2529,13,Text,control,16,46818.0,50280.0
2530,13,Text,A,8,52389.0,55965.0
2531,13,Text,A,14,57774.00000000001,59358.00000000001
2532,13,Text,A,6,61080.0,62283.00000000001
2533,13,Text,AG,7,64128.0,65358.00000000001
2534,13,Text,AG,12,66999.0,69093.0
2535,13,Text,AG,2,70884.0,72669.0
2536,13,Text,A,3,74460.0,76278.0
2537,13,Text,G,10,78258.0,79368.0
2538,13,Text,AG,13,80808.0,82074.0
2539,13,Text,AG,9,83355.0,84549.0
2540,13,Text,G,15,86424.0,87975.0
2541,13,Text,A,5,89883.0,90645.0
2542,13,Text,A,11,92364.0,94395.0
2543,13,Text,G,1,95949.0,97668.0
2544,13,Text,AG,4,99498.00000000001,101295.0
2545,13,Text,G,1,103194.0,104793.0
2546,13,Text,A,11,106608.0,107708.99999999999
2547,13,Text,AG,2,109308.0,110289.0
2548,13,Text,A,6,112749.0,113598.00000000001
2549,13,Text,A,8,115389.0,116403.0
2550,13,Text,G,15,117990.0,118920.0
2551,13,Text,control,16,120810.0,122223.00000000001
2552,13,Text,A,3,124068.0,125724.0
2553,13,Text,AG,7,128238.0,128889.0
2554,13,Text,A,14,130173.00000000001,130725.0
2555,13,Text,G,10,132465.0,132954.0
2556,13,Text,AG,9,134589.0,135054.0
2557,13,Text,AG,12,136545.0,137169.0
2558,13,Text,AG,13,138714.0,139455.0
2559,13,Text,A,5,141300.0,142998.0
2560,9,Text,A,5,45957.0,49758.00000000001
2561,9,Text,G,10,53811.0,58056.0
2562,9,Text,G,1,59622.0,65496.0
2563,9,Text,AG,12,67533.0,68727.0
2564,9,Text,AG,7,70587.0,72681.0
2565,9,Text,A,3,74397.0,75453.0
2566,9,Text,A,14,77388.0,78807.0
2567,9,Text,G,15,90926.99999999999,92487.0
2568,9,Text,AG,2,94473.00000000001,96837.0
2569,9,Text,AG,4,98772.0,99876.0
2570,9,Text,A,6,102018.0,103128.0
2571,9,Text,AG,13,105318.0,107951.99999999999
2572,9,Text,control,16,109617.0,111486.0
2573,9,Text,AG,9,114198.00000000001,117276.0
2574,9,Text,A,8,119538.0,121701.0
2575,9,Text,A,11,123933.0,125238.0
2576,9,Text,AG,13,127137.0,128367.0
2577,9,Text,AG,4,130116.00000000001,131601.0
2578,9,Text,AG,2,133272.0,135081.0
2579,9,Text,AG,12,136986.0,139032.0
2580,9,Text,control,16,140538.0,141873.0
2581,9,Text,A,5,143916.0,144558.0
2582,9,Text,A,11,146526.0,148062.0
2583,9,Text,A,6,149781.0,150615.0
2584,9,Text,AG,9,152505.0,153420.0
2585,9,Text,A,8,154980.0,156015.0
2586,9,Text,A,14,157761.0,158535.0
2587,9,Text,G,15,161982.00000000003,162996.00000000003
2588,9,Text,G,1,171036.0,172032.00000000003
2589,9,Text,G,10,173700.0,174642.0
2590,9,Text,AG,7,176676.0,180300.0
2591,9,Text,A,3,182382.00000000003,184572.0
2592,20,Text,A,5,49541.99999999999,51996.0
2593,20,Text,AG,13,57210.0,59700.0
2594,20,Text,A,3,63600.0,66102.0
2595,20,Text,G,10,68406.0,70821.0
2596,20,Text,AG,4,72702.0,74520.0
2597,20,Text,G,1,76911.0,78465.0
2598,20,Text,AG,7,80625.0,81555.0
2599,20,Text,A,11,83856.0,85455.0
2600,20,Text,control,16,87300.0,89445.0
2601,20,Text,G,15,91658.99999999999,92979.0
2602,20,Text,AG,2,94881.0,95535.0
2603,20,Text,AG,12,97116.00000000001,98031.0
2604,20,Text,AG,9,100185.0,101016.00000000001
2605,20,Text,A,8,102906.0,103433.99999999999
2606,20,Text,A,14,105669.0,106404.0
2607,20,Text,A,6,108264.0,108846.0
2608,20,Text,A,5,110391.00000000001,110955.0
2609,20,Text,AG,9,113019.0,113499.0
2610,20,Text,A,14,114954.0,115515.0
2611,20,Text,A,6,117189.0,118731.0
2612,20,Text,A,3,120255.0,120705.0
2613,20,Text,G,10,122904.0,123405.0
2614,20,Text,AG,4,125850.0,126966.00000000001
2615,20,Text,AG,13,128844.0,129756.0
2616,20,Text,G,1,131364.0,132429.0
2617,20,Text,control,16,134511.0,136140.0
2618,20,Text,A,11,138690.0,139299.0
2619,20,Text,AG,2,141636.0,142281.0
2620,20,Text,AG,7,144216.0,144810.0
2621,20,Text,AG,12,148560.0,149391.0
2622,20,Text,G,15,151134.0,152061.0
2623,20,Text,A,8,153840.0,154830.0
